parm,median,lcl,ucl,capt.index,surv.index,n.rel,n.years,surv.inc,lag.time
"fut.lambda[2,16]",0.98249621699238,0.958472921994813,1.00358782231321,2,16,0,20,none,10
"fut.lambda[1,16]",0.982623853675589,0.96016828129161,1.00294092648386,1,16,0,10,none,10
"fut.lambda[2,18]",0.982635765580295,0.960165198347878,1.00339003623174,2,18,0,20,none,5
"fut.lambda[1,18]",0.982725771518473,0.958184836553649,1.00413571189093,1,18,0,10,none,5
"fut.lambda[1,17]",0.982810122482511,0.958027268232374,1.00256099589544,1,17,0,10,none,15
"fut.lambda[3,16]",0.982824764362516,0.959038668577298,1.00308127899614,3,16,0,30,none,10
"fut.lambda[3,17]",0.983001247229107,0.958906937946549,1.00451111629409,3,17,0,30,none,15
"fut.lambda[2,17]",0.983037826212825,0.95945170419195,1.00367607718874,2,17,0,20,none,15
"fut.lambda[3,18]",0.983366019125782,0.959026603276905,1.00388822670193,3,18,0,30,none,5
"fut.lambda[4,18]",0.983956389143576,0.958698853962703,1.00418591628049,4,18,1,10,none,5
"fut.lambda[4,17]",0.984469751281058,0.960179097844022,1.00470204158835,4,17,1,10,none,15
"fut.lambda[4,16]",0.984600621851061,0.959372507647036,1.00640386377016,4,16,1,10,none,10
"fut.lambda[25,18]",0.984787396392109,0.961836175972064,1.0060048238362,25,18,2,10,none,5
"fut.lambda[5,17]",0.985419607640478,0.961616446553102,1.00514088800485,5,17,1,20,none,15
"fut.lambda[25,16]",0.985556607485529,0.961545694553497,1.0054041492517,25,16,2,10,none,10
"fut.lambda[5,16]",0.98560265598934,0.962528832114028,1.00590016170919,5,16,1,20,none,10
"fut.lambda[25,17]",0.985663062175315,0.960365508455613,1.0061924716688,25,17,2,10,none,15
"fut.lambda[5,18]",0.985827484224614,0.96439393295793,1.00516642125189,5,18,1,20,none,5
"fut.lambda[28,17]",0.986292633212642,0.961438557414246,1.00585770673568,28,17,3,10,none,15
"fut.lambda[6,16]",0.986493777211943,0.965217500923702,1.00705161234565,6,16,1,30,none,10
"fut.lambda[6,17]",0.986682396423502,0.962859707831861,1.00680116876714,6,17,1,30,none,15
"fut.lambda[28,18]",0.986851383383804,0.962525550724975,1.00680273820132,28,18,3,10,none,5
"fut.lambda[28,16]",0.987104093932878,0.963337403765029,1.00641224950918,28,16,3,10,none,10
"fut.lambda[6,18]",0.987264827774903,0.963299480375347,1.00652808026728,6,18,1,30,none,5
"fut.lambda[31,18]",0.98817693800663,0.963835728804962,1.00921312574931,31,18,4,10,none,5
"fut.lambda[31,17]",0.988274236780121,0.966945647160431,1.00718103372237,31,17,4,10,none,15
"fut.lambda[31,16]",0.988409276801262,0.965818287354279,1.00854243910683,31,16,4,10,none,10
"fut.lambda[26,16]",0.988599946464768,0.9663125327737,1.00545978859467,26,16,2,20,none,10
"fut.lambda[26,18]",0.988796584235982,0.96792206178176,1.00885295933523,26,18,2,20,none,5
"fut.lambda[34,18]",0.988809533096721,0.966031327858337,1.00814971158398,34,18,5,10,none,5
"fut.lambda[26,17]",0.989007008538092,0.965173719100985,1.00652517587217,26,17,2,20,none,15
"fut.lambda[34,16]",0.98908786810776,0.965027015146898,1.00971566469654,34,16,5,10,none,10
"fut.lambda[34,17]",0.989198032446547,0.967140069610526,1.0092841092034,34,17,5,10,none,15
"fut.lambda[37,17]",0.99001476638554,0.965735082907316,1.01055116711029,37,17,6,10,none,15
"fut.lambda[37,18]",0.990052380706139,0.966852650032564,1.00964505247499,37,18,6,10,none,5
"fut.lambda[37,16]",0.990602966071428,0.968759689821093,1.01037265706054,37,16,6,10,none,10
"fut.lambda[27,16]",0.991003318578571,0.968841246409649,1.01051329642699,27,16,2,30,none,10
"fut.lambda[40,16]",0.991098600537514,0.967267002781479,1.01032529041468,40,16,7,10,none,10
"fut.lambda[27,17]",0.991289946045127,0.968193505872767,1.00965322772099,27,17,2,30,none,15
"fut.lambda[40,18]",0.991455481219186,0.967699870437112,1.01173074589715,40,18,7,10,none,5
"fut.lambda[29,16]",0.991513484854653,0.968038794139864,1.00902937041313,29,16,3,20,none,10
"fut.lambda[29,17]",0.991535626683621,0.969049087645907,1.01106368905392,29,17,3,20,none,15
"fut.lambda[29,18]",0.991758042648127,0.9677158533932,1.01163617503162,29,18,3,20,none,5
"fut.lambda[40,17]",0.991798961108622,0.96786846709209,1.01174822727235,40,17,7,10,none,15
"fut.lambda[27,18]",0.991801273659188,0.970622504317456,1.00896851306388,27,18,2,30,none,5
"fut.lambda[43,17]",0.992235095893848,0.968854538447649,1.0109713338874,43,17,8,10,none,15
"fut.lambda[43,18]",0.992250096159548,0.969645816468233,1.01199985217603,43,18,8,10,none,5
"fut.lambda[43,16]",0.992876979174868,0.970420816621789,1.01090687275881,43,16,8,10,none,10
"fut.lambda[46,18]",0.993088405048141,0.970864588609839,1.01201745631598,46,18,9,10,none,5
"fut.lambda[32,18]",0.993588666051863,0.971901063111087,1.01249158431986,32,18,4,20,none,5
"fut.lambda[46,16]",0.993840174178279,0.969821250594608,1.01308886826096,46,16,9,10,none,10
"fut.lambda[32,17]",0.993896085586554,0.97163791532342,1.01332074761492,32,17,4,20,none,15
"fut.lambda[32,16]",0.994063364775936,0.971020611262686,1.01272995476084,32,16,4,20,none,10
"fut.lambda[46,17]",0.994087618604618,0.971121299469976,1.01437267330182,46,17,9,10,none,15
"fut.lambda[30,17]",0.994493365913995,0.973214163350251,1.01350594628211,30,17,3,30,none,15
"fut.lambda[7,16]",0.994497992638472,0.972521962709988,1.01337654394064,7,16,10,10,none,10
"fut.lambda[30,18]",0.994578634601736,0.974142171596252,1.01283670734645,30,18,3,30,none,5
"fut.lambda[7,17]",0.994600034158303,0.9719705675582,1.0144086242543,7,17,10,10,none,15
"fut.lambda[7,18]",0.995160218820466,0.97177652095644,1.01452270835163,7,18,10,10,none,5
"fut.lambda[30,16]",0.995218378592564,0.973704480529747,1.01321561738716,30,16,3,30,none,10
"fut.lambda[10,17]",0.995328575580899,0.972868484937693,1.01533991754485,10,17,11,10,none,15
"fut.lambda[10,18]",0.995758683670864,0.971649688757875,1.01559164060179,10,18,11,10,none,5
"fut.lambda[10,16]",0.995803151076777,0.973138340133512,1.0159454901125,10,16,11,10,none,10
"fut.lambda[35,16]",0.996129509021715,0.974888741687925,1.01398260476168,35,16,5,20,none,10
"fut.lambda[35,18]",0.996168652896569,0.974299098950111,1.01416438269921,35,18,5,20,none,5
"fut.lambda[13,16]",0.99644811189931,0.974380548692191,1.01507599174046,13,16,12,10,none,10
"fut.lambda[13,18]",0.996592800946497,0.974828806945417,1.01633246459535,13,18,12,10,none,5
"fut.lambda[35,17]",0.99662017649357,0.976379687981647,1.01330609297869,35,17,5,20,none,15
"fut.lambda[13,17]",0.996728968246015,0.973811764523461,1.01436284522184,13,17,12,10,none,15
"fut.lambda[16,18]",0.99734601540101,0.972748041542961,1.01668010181427,16,18,13,10,none,5
"fut.lambda[16,17]",0.997532600975253,0.975043567964923,1.01666548793414,16,17,13,10,none,15
"fut.lambda[16,16]",0.997940727066201,0.973455671498634,1.01678100797387,16,16,13,10,none,10
"fut.lambda[19,18]",0.997951330111791,0.975660726751913,1.01786786853052,19,18,14,10,none,5
"fut.lambda[1,2]",0.998006417081542,0.9758597517869,1.01840746095531,1,2,0,10,+ 2 %,15
"fut.lambda[22,18]",0.998094365053946,0.973178390839645,1.0181654458018,22,18,15,10,none,5
"fut.lambda[38,18]",0.998132737991554,0.975691042989488,1.01637023110092,38,18,6,20,none,5
"fut.lambda[38,17]",0.99816058876189,0.978389146922108,1.01548904816435,38,17,6,20,none,15
"fut.lambda[19,17]",0.998200346124629,0.976232127618589,1.01771105728398,19,17,14,10,none,15
"fut.lambda[33,16]",0.998309256420364,0.97613917425019,1.01527192865253,33,16,4,30,none,10
"fut.lambda[38,16]",0.998389962100898,0.97559264218989,1.01658725135106,38,16,6,20,none,10
"fut.lambda[2,2]",0.998420626425952,0.97627060129461,1.01947282867072,2,2,0,20,+ 2 %,15
"fut.lambda[33,17]",0.998427570339942,0.977140401172313,1.01618975982079,33,17,4,30,none,15
"fut.lambda[33,18]",0.998533894372286,0.975737609023109,1.01592243765625,33,18,4,30,none,5
"fut.lambda[3,2]",0.998559129818893,0.976189755352689,1.01788309911159,3,2,0,30,+ 2 %,15
"fut.lambda[19,16]",0.998593717216267,0.976757966699811,1.0172647090075,19,16,14,10,none,10
"fut.lambda[22,16]",0.999173304789384,0.975017227731632,1.01713883716056,22,16,15,10,none,10
"fut.lambda[22,17]",0.999730362867857,0.976046206826341,1.01857576529421,22,17,15,10,none,15
"fut.lambda[4,2]",0.999819595935795,0.978419305399009,1.02058306569204,4,2,1,10,+ 2 %,15
"fut.lambda[1,1]",0.999827452079077,0.978416810827151,1.01976426360197,1,1,0,10,+ 2 %,10
"fut.lambda[2,1]",1.0002411889916,0.976781842185098,1.02025724325969,2,1,0,20,+ 2 %,10
"fut.lambda[41,18]",1.00034557146143,0.978894792870221,1.01976030196229,41,18,7,20,none,5
"fut.lambda[3,1]",1.00041392938447,0.97791383711734,1.02018724046069,3,1,0,30,+ 2 %,10
"fut.lambda[41,17]",1.00045191961348,0.977465376064709,1.01842415559665,41,17,7,20,none,15
"fut.lambda[36,18]",1.00098199094646,0.980556447127677,1.01769740603443,36,18,5,30,none,5
"fut.lambda[25,2]",1.00099686598635,0.979250173676667,1.02071275003944,25,2,2,10,+ 2 %,15
"fut.lambda[41,16]",1.00107460286947,0.97789184680278,1.0179605269471,41,16,7,20,none,10
"fut.lambda[36,16]",1.00131055121979,0.98200063437072,1.01787486882755,36,16,5,30,none,10
"fut.lambda[5,2]",1.00141929179479,0.978965169337683,1.02043692504109,5,2,1,20,+ 2 %,15
"fut.lambda[36,17]",1.0015340604574,0.980220627312002,1.01826593466092,36,17,5,30,none,15
"fut.lambda[4,1]",1.00161492253037,0.979663862031853,1.02135254882275,4,1,1,10,+ 2 %,10
"fut.lambda[1,3]",1.00195593605064,0.979796498987101,1.02161315619351,1,3,0,10,+ 2 %,5
"fut.lambda[3,3]",1.00200519564979,0.98007801389125,1.02146127278631,3,3,0,30,+ 2 %,5
"fut.lambda[2,3]",1.00212371814966,0.97966565559442,1.02254010849262,2,3,0,20,+ 2 %,5
"fut.lambda[44,18]",1.00220831293049,0.980997167600643,1.01957052434662,44,18,8,20,none,5
"fut.lambda[44,17]",1.00230671047501,0.981896980428282,1.01978101771953,44,17,8,20,none,15
"fut.lambda[44,16]",1.00237631756499,0.98118191935638,1.01954217964315,44,16,8,20,none,10
"fut.lambda[5,1]",1.00270288216789,0.982661751325088,1.02206686339153,5,1,1,20,+ 2 %,10
"fut.lambda[25,1]",1.00270295352707,0.980456036908797,1.02273307164719,25,1,2,10,+ 2 %,10
"fut.lambda[28,2]",1.00271861786254,0.982120838186899,1.02151972666507,28,2,3,10,+ 2 %,15
"fut.lambda[6,2]",1.00306762348767,0.982268390517218,1.02089816421363,6,2,1,30,+ 2 %,15
"fut.lambda[31,2]",1.00351735002042,0.981958636824195,1.02405236058619,31,2,4,10,+ 2 %,15
"fut.lambda[4,3]",1.00373573784464,0.981224290362066,1.02234018365934,4,3,1,10,+ 2 %,5
"fut.lambda[39,16]",1.00381843576837,0.982451344648823,1.02124458705877,39,16,6,30,none,10
"fut.lambda[47,18]",1.00388548360935,0.982057902142221,1.02165639522101,47,18,9,20,none,5
"fut.lambda[28,1]",1.00388873594956,0.982282588703331,1.02357941934936,28,1,3,10,+ 2 %,10
"fut.lambda[26,2]",1.00391495787001,0.980722926115041,1.02224616071045,26,2,2,20,+ 2 %,15
"fut.lambda[6,1]",1.00402367342954,0.982523490999835,1.02236968963295,6,1,1,30,+ 2 %,10
"fut.lambda[39,18]",1.00411203901209,0.983925920216734,1.02081226782728,39,18,6,30,none,5
"fut.lambda[25,3]",1.00420854667267,0.984349522420748,1.02495628847618,25,3,2,10,+ 2 %,5
"fut.lambda[39,17]",1.00422249346192,0.983019150760659,1.02032452302385,39,17,6,30,none,15
"fut.lambda[47,16]",1.00430775649135,0.982509335906201,1.02309079245602,47,16,9,20,none,10
"fut.lambda[47,17]",1.00459551299127,0.981267599916682,1.02117056988596,47,17,9,20,none,15
"fut.lambda[5,3]",1.00462629309347,0.982488535058956,1.02297030788713,5,3,1,20,+ 2 %,5
"fut.lambda[34,2]",1.0047565029904,0.982541696342121,1.02361196995883,34,2,5,10,+ 2 %,15
"fut.lambda[31,1]",1.00552995445976,0.98379578837665,1.025090861114,31,1,4,10,+ 2 %,10
"fut.lambda[26,1]",1.0055814183593,0.984382607349859,1.02379404494291,26,1,2,20,+ 2 %,10
"fut.lambda[27,2]",1.00561617753026,0.984848505773028,1.02420602768726,27,2,2,30,+ 2 %,15
"fut.lambda[37,2]",1.00562173041764,0.9844416345661,1.02434664012078,37,2,6,10,+ 2 %,15
"fut.lambda[6,3]",1.00576654011696,0.98424103788294,1.02353321722783,6,3,1,30,+ 2 %,5
"fut.lambda[8,17]",1.0058041998428,0.983508495512135,1.02287311114352,8,17,10,20,none,15
"fut.lambda[28,3]",1.00599087240033,0.984332337787236,1.02452195683224,28,3,3,10,+ 2 %,5
"fut.lambda[29,2]",1.00626615715184,0.984548406093177,1.02431038051785,29,2,3,20,+ 2 %,15
"fut.lambda[8,16]",1.00635243453892,0.985068465860271,1.02365429683536,8,16,10,20,none,10
"fut.lambda[8,18]",1.0064531883227,0.984273127674428,1.02327486016746,8,18,10,20,none,5
"fut.lambda[34,1]",1.00652089564162,0.986202730071257,1.02521150689015,34,1,5,10,+ 2 %,10
"fut.lambda[42,18]",1.00655446085235,0.987262940666014,1.02208892244324,42,18,7,30,none,5
"fut.lambda[31,3]",1.00663736881813,0.984948847983508,1.02578965191759,31,3,4,10,+ 2 %,5
"fut.lambda[26,3]",1.00693500390842,0.98527946387243,1.02529316853783,26,3,2,20,+ 2 %,5
"fut.lambda[42,17]",1.00694278166022,0.986469678754218,1.02336495309342,42,17,7,30,none,15
"fut.lambda[42,16]",1.00700644858372,0.98587647554983,1.02254132829403,42,16,7,30,none,10
"fut.lambda[27,1]",1.00717869647993,0.986479235451671,1.02584433929484,27,1,2,30,+ 2 %,10
"fut.lambda[37,1]",1.00732716720836,0.985922197845434,1.02640786503454,37,1,6,10,+ 2 %,10
"fut.lambda[40,2]",1.00737366594229,0.985610252982818,1.02588317449177,40,2,7,10,+ 2 %,15
"fut.lambda[11,17]",1.00748117136726,0.986574632160381,1.02540206877437,11,17,11,20,none,15
"fut.lambda[11,18]",1.00777206453019,0.985086278469223,1.02447999267091,11,18,11,20,none,5
"fut.lambda[34,3]",1.00805950022336,0.985554704744491,1.02651399600573,34,3,5,10,+ 2 %,5
"fut.lambda[11,16]",1.008108140877,0.986597276483851,1.02455267177881,11,16,11,20,none,10
"fut.lambda[29,1]",1.00825914815337,0.987555564209815,1.02650251690791,29,1,3,20,+ 2 %,10
"fut.lambda[40,1]",1.00843872771195,0.988346910451383,1.02840575962797,40,1,7,10,+ 2 %,10
"fut.lambda[43,2]",1.00859478078896,0.986549325273347,1.02645584896085,43,2,8,10,+ 2 %,15
"fut.lambda[37,3]",1.0088002370447,0.987386422429634,1.02815365931012,37,3,6,10,+ 2 %,5
"fut.lambda[45,18]",1.00892815526008,0.990190520121019,1.02534839529826,45,18,8,30,none,5
"fut.lambda[45,17]",1.00893607642204,0.986488676377222,1.02474643986656,45,17,8,30,none,15
"fut.lambda[27,3]",1.00901742193154,0.988757065874651,1.02715733084015,27,3,2,30,+ 2 %,5
"fut.lambda[14,16]",1.00910645270297,0.9875371330546,1.02592543870579,14,16,12,20,none,10
"fut.lambda[30,2]",1.0091077901135,0.988900999330917,1.02827761837712,30,2,3,30,+ 2 %,15
"fut.lambda[45,16]",1.00911585294153,0.988386596045386,1.02507368888928,45,16,8,30,none,10
"fut.lambda[32,2]",1.0091245286323,0.988759244770573,1.02656959658855,32,2,4,20,+ 2 %,15
"fut.lambda[14,18]",1.00915500881989,0.987001519336639,1.02621679181246,14,18,12,20,none,5
"fut.lambda[46,2]",1.0092661714248,0.986137404455458,1.02740827229638,46,2,9,10,+ 2 %,15
"fut.lambda[14,17]",1.00927652809165,0.986680955570883,1.02691904276281,14,17,12,20,none,15
"fut.lambda[43,1]",1.00960477008598,0.988684230189374,1.0280338513042,43,1,8,10,+ 2 %,10
"fut.lambda[29,3]",1.0096070661571,0.989120482092904,1.02886845509291,29,3,3,20,+ 2 %,5
"fut.lambda[7,2]",1.00963515291526,0.989021822327617,1.02867248568026,7,2,10,10,+ 2 %,15
"fut.lambda[40,3]",1.01024104064504,0.987323616092443,1.0286441781774,40,3,7,10,+ 2 %,5
"fut.lambda[46,1]",1.0102534584849,0.988833852226123,1.02946793076484,46,1,9,10,+ 2 %,10
"fut.lambda[30,1]",1.0102543419595,0.989628288522934,1.02785721978001,30,1,3,30,+ 2 %,10
"fut.lambda[32,1]",1.01027820445361,0.989733427540414,1.0286631456813,32,1,4,20,+ 2 %,10
"fut.lambda[17,17]",1.01030063294706,0.989656929551517,1.02736066352872,17,17,13,20,none,15
"fut.lambda[17,16]",1.01034000852289,0.990151658723749,1.02778436435433,17,16,13,20,none,10
"fut.lambda[48,18]",1.0105533218483,0.990786177013995,1.02665101615587,48,18,9,30,none,5
"fut.lambda[48,17]",1.01099794698329,0.990965889952797,1.02692086202721,48,17,9,30,none,15
"fut.lambda[35,2]",1.01109834712666,0.990809335719192,1.02827242437507,35,2,5,20,+ 2 %,15
"fut.lambda[10,2]",1.01110497827051,0.989131160705967,1.02977592196466,10,2,11,10,+ 2 %,15
"fut.lambda[17,18]",1.01111500242784,0.989418108212539,1.02719045150953,17,18,13,20,none,5
"fut.lambda[48,16]",1.01114612326465,0.98935992883524,1.02683009957251,48,16,9,30,none,10
"fut.lambda[7,1]",1.01117001689316,0.990568038991095,1.03081688046988,7,1,10,10,+ 2 %,10
"fut.lambda[32,3]",1.01133619236116,0.990758580397768,1.02947064377007,32,3,4,20,+ 2 %,5
"fut.lambda[43,3]",1.01152322987573,0.989537595451035,1.03058404089959,43,3,8,10,+ 2 %,5
"fut.lambda[20,18]",1.01170353982773,0.98910330260283,1.02944607532827,20,18,14,20,none,5
"fut.lambda[30,3]",1.01196965409703,0.991873082152306,1.03024135504364,30,3,3,30,+ 2 %,5
"fut.lambda[33,2]",1.01214613272179,0.991532168062762,1.02892689025012,33,2,4,30,+ 2 %,15
"fut.lambda[13,2]",1.01226520270715,0.991398081419744,1.03071613998622,13,2,12,10,+ 2 %,15
"fut.lambda[20,16]",1.01228614706639,0.990508133337969,1.02817897072201,20,16,14,20,none,10
"fut.lambda[20,17]",1.01242134104346,0.990014362885753,1.02934970684349,20,17,14,20,none,15
"fut.lambda[46,3]",1.0125751592734,0.991205309869941,1.03051216563039,46,3,9,10,+ 2 %,5
"fut.lambda[35,1]",1.01264690278478,0.99332046669481,1.03088308861393,35,1,5,20,+ 2 %,10
"fut.lambda[9,17]",1.01268162077055,0.992475481389579,1.02882110281915,9,17,10,30,none,15
"fut.lambda[10,1]",1.01274051520706,0.990396559686424,1.03100124261126,10,1,11,10,+ 2 %,10
"fut.lambda[7,3]",1.01325077086801,0.991346061401254,1.03127134801956,7,3,10,10,+ 2 %,5
"fut.lambda[9,18]",1.01328690742587,0.991953190735087,1.03089892679239,9,18,10,30,none,5
"fut.lambda[3,5]",1.01334375295892,0.993105395674359,1.03294525861265,3,5,0,30,+ 4 %,15
"fut.lambda[38,2]",1.01337374678568,0.993468307057545,1.03121314514568,38,2,6,20,+ 2 %,15
"fut.lambda[33,1]",1.01339248164687,0.992535510266664,1.03055089499649,33,1,4,30,+ 2 %,10
"fut.lambda[23,16]",1.01341747932119,0.992946873663171,1.03096430829078,23,16,15,20,none,10
"fut.lambda[9,16]",1.01344832411302,0.993608627201988,1.02997699199042,9,16,10,30,none,10
"fut.lambda[13,1]",1.01355180529447,0.993189846984692,1.03251690338639,13,1,12,10,+ 2 %,10
"fut.lambda[16,2]",1.01355334071239,0.990148153593842,1.03199044122282,16,2,13,10,+ 2 %,15
"fut.lambda[23,17]",1.01375838264375,0.990041254801026,1.03133067473482,23,17,15,20,none,15
"fut.lambda[23,18]",1.01382292240932,0.993291769086106,1.02919973272321,23,18,15,20,none,5
"fut.lambda[19,2]",1.01383697931588,0.992272487773721,1.03247226767237,19,2,14,10,+ 2 %,15
"fut.lambda[1,5]",1.01389578886894,0.993022936386333,1.03318809640758,1,5,0,10,+ 4 %,15
"fut.lambda[2,5]",1.01417695654966,0.993388289756106,1.03305806172589,2,5,0,20,+ 4 %,15
"fut.lambda[10,3]",1.01440292887806,0.99189069511875,1.03340110574586,10,3,11,10,+ 2 %,5
"fut.lambda[22,2]",1.01442214812234,0.992247300874977,1.03418676659772,22,2,15,10,+ 2 %,15
"fut.lambda[16,1]",1.01447619864602,0.994343464996686,1.03414836490934,16,1,13,10,+ 2 %,10
"fut.lambda[35,3]",1.01452837564489,0.993652457701589,1.03179076464896,35,3,5,20,+ 2 %,5
"fut.lambda[38,1]",1.01466708504826,0.994359117386345,1.03263927745699,38,1,6,20,+ 2 %,10
"fut.lambda[12,16]",1.01480152959366,0.993776935102898,1.03112727102628,12,16,11,30,none,10
"fut.lambda[36,2]",1.01481576799486,0.995460883423472,1.03251098356969,36,2,5,30,+ 2 %,15
"fut.lambda[33,3]",1.01500688766189,0.99462681659633,1.03135583587288,33,3,4,30,+ 2 %,5
"fut.lambda[13,3]",1.01510214536661,0.994394733231732,1.03302349465043,13,3,12,10,+ 2 %,5
"fut.lambda[12,18]",1.0152549177541,0.993096255167436,1.0313064430155,12,18,11,30,none,5
"fut.lambda[41,2]",1.01526103617762,0.994815710959807,1.03273806506385,41,2,7,20,+ 2 %,15
